state,modeldate,candidate_name,startdate,enddate,pollster,pollster_rating_id,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
"Pennsylvania","8/4/2024","Kamala Harris","7/17/2024","7/18/2024","Public Policy Polling",263,624,"rv",.863735,.0202795,43,42.83921,45.41562,"",87485,203573
"Michigan","8/4/2024","Kamala Harris","7/17/2024","7/18/2024","Public Policy Polling",263,650,"rv",.7623327,.0030852,41,41.3889,43.6322,"",87486,203577
"National","8/4/2024","Kamala Harris","7/16/2024","7/18/2024","YouGov",391,2240,"lv",1.411647,0,48,44.03361,47.33228,"",87483,203552
"Georgia","8/4/2024","Kamala Harris","7/9/2024","7/18/2024","University of Georgia",350,1000,"lv",1.119954,0,45.9,41.66682,44.85779,"",87510,203623
"Nevada","8/4/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,40,37.32388,40.63472,"",87476,203531
"Florida","8/4/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,39,35.95265,39.17283,"",87467,203388
"National","8/4/2024","Kamala Harris","7/15/2024","7/16/2024","Ipsos",154,992,"rv",.8833403,0,44,42.20569,45.92885,"",87433,203337
"Georgia","8/4/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,36.7,34.76221,37.88305,"",87429,203135
"Pennsylvania","8/4/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,40,37.457,40.82994,"",87475,203530
"Arizona","8/4/2024","Kamala Harris","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,42,39.02503,42.41126,"",87477,203532
"Wisconsin","8/4/2024","Kamala Harris","7/13/2024","7/16/2024","Civiqs",471,514,"rv",.7301393,0,48,47.21034,50.34022,"",87493,203594
"National","8/4/2024","Kamala Harris","7/13/2024","7/16/2024","YouGov",391,1404,"rv",1.088165,0,39,39.70287,43.44842,"",87437,203235
"Pennsylvania","8/4/2024","Kamala Harris","7/13/2024","7/16/2024","Civiqs",471,536,"rv",.738781,0,44,43.12788,46.60712,"",87492,203589
"Michigan","8/4/2024","Kamala Harris","7/13/2024","7/16/2024","Civiqs",471,532,"rv",.7372482,0,46,45.25773,48.41629,"",87494,203593
"National","8/4/2024","Kamala Harris","7/15/2024","7/15/2024","Morning Consult",218,2045,"rv",1.201874,0,45,42.28079,46.12778,"",87423,203020
"Virginia","8/4/2024","Kamala Harris","7/14/2024","7/15/2024","Emerson College",88,1000,"rv",1.329066,1.329066,44.5,42.4639,45.88243,"",87468,203402
"Virginia","8/4/2024","Kamala Harris","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,265,"lv",.479259,.479259,41,41.15929,44.55399,"",87473,203521
"Georgia","8/4/2024","Kamala Harris","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,312,"lv",.5107227,0,38,38.5701,41.72873,"",87471,203507
"National","8/4/2024","Kamala Harris","7/12/2024","7/15/2024","SurveyUSA",325,1098,"lv",1.549629,0,42,39.21911,43.07026,"",87449,203390
"National","8/4/2024","Kamala Harris","7/13/2024","7/15/2024","Harris Insights & Analytics",133,1918,"rv",1.180141,0,48,45.34189,49.18511,"",87435,203234
"Georgia","8/4/2024","Kamala Harris","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,549,"lv",.6760592,0,38,38.5701,41.77017,"",87441,203499
"Virginia","8/4/2024","Kamala Harris","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,544,"lv",.6923547,.6370167,43,43.16061,46.60509,"",87440,203513
"National","8/4/2024","Kamala Harris","7/12/2024","7/14/2024","Big Village",37,1499,"lv",1.174875,0,37.3,38.55156,42.39437,"",87432,203162
"Pennsylvania","8/4/2024","Kamala Harris","7/11/2024","7/12/2024","Public Policy Polling",263,537,"rv",.8397312,0,45,41.57805,44.95068,"",87514,203641
"Michigan","8/4/2024","Kamala Harris","7/11/2024","7/12/2024","Public Policy Polling",263,568,"rv",.7965377,0,46,43.11942,46.19848,"",87513,203634
"Washington","8/4/2024","Kamala Harris","7/10/2024","7/13/2024","SurveyUSA",325,708,"lv",1.329363,.2387091,51,47.03305,50.65825,"",87430,203358
"Wisconsin","8/4/2024","Kamala Harris","7/10/2024","7/11/2024","Public Policy Polling",263,548,"rv",.8590776,0,48,44.56009,47.89104,"",87515,203648
"Virginia","8/4/2024","Kamala Harris","7/9/2024","7/12/2024","The New York Times/Siena College",448,661,"lv",1.372263,1.153055,43,42.90936,46.42197,"",87404,202989
"Arizona","8/4/2024","Kamala Harris","7/10/2024","7/11/2024","Public Policy Polling",263,596,"rv",.8814034,0,44,40.68597,44.53688,"",87512,203627
"National","8/4/2024","Kamala Harris","7/9/2024","7/10/2024","Marist College",183,1174,"rv",1.453317,0,50,46.40752,50.57402,"",87377,202771
"Pennsylvania","8/4/2024","Kamala Harris","7/9/2024","7/11/2024","The New York Times/Siena College",448,872,"lv",1.521815,0,42,41.93842,45.53191,"",87403,202987
"National","8/4/2024","Kamala Harris","7/8/2024","7/11/2024","OH Predictive Insights",235,2295,"lv",1.298234,0,44,40.46867,44.60191,"",87395,203055
"National","8/4/2024","Kamala Harris","7/7/2024","7/13/2024","Manhattan Institute",781,2100,"lv",1.078746,0,36,37.88581,41.96996,"",87436,203227
"National","8/4/2024","Kamala Harris","7/7/2024","7/10/2024","Beacon Research/Shaw & Co. Research",103,1210,"rv",1.474272,0,48,44.30772,48.5588,"",87393,202866
"Wisconsin","8/4/2024","Kamala Harris","7/6/2024","7/10/2024","North Star Opinion Research",233,600,"lv",.9908795,0,47,43.35854,46.96587,"",87380,202817
"National","8/4/2024","Kamala Harris","7/8/2024","7/8/2024","Redfield & Wilton Strategies",562,1101,"lv",.9610172,0,37,37.92084,42.1716,"",87364,202570
"National","8/4/2024","Kamala Harris","7/7/2024","7/9/2024","Hart Research Associates/Public Opinion Strategies",221,800,"rv",1.105344,0,45,42.30328,46.57754,"",87394,202873
"National","8/4/2024","Kamala Harris","7/7/2024","7/9/2024","YouGov",391,1443,"rv",1.086101,0,38,38.69872,42.94221,"",87363,202541
"National","8/4/2024","Kamala Harris","7/7/2024","7/8/2024","Emerson College",88,1370,"rv",1.470507,0,42.8,40.80653,45.05849,"",87361,202463
"National","8/4/2024","Kamala Harris","7/5/2024","7/9/2024","Ipsos",154,2041,"rv",.9231689,0,49,46.88607,51.33934,"",87367,202656
"National","8/4/2024","Kamala Harris","7/2/2024","7/6/2024","Bendixen & Amandi International",29,1000,"lv",.9656021,0,42,38.92057,43.32253,"",87358,202427
"National","8/4/2024","Kamala Harris","7/1/2024","7/2/2024","Ipsos",154,892,"rv",.7207345,0,42,39.8156,44.32638,"",87297,201892
"National","8/4/2024","Kamala Harris","7/1/2024","7/3/2024","Data for Progress",522,2067,"lv",1.089106,0,46,41.66789,46.11761,"",87366,202610
"National","8/4/2024","Kamala Harris","7/1/2024","7/3/2024","J.L. Partners",619,1000,"lv",.9872479,0,38,36.23561,40.59751,"",87314,202142
"National","8/4/2024","Kamala Harris","6/28/2024","7/1/2024","YouGov",391,1176,"rv",1.109194,0,45,42.17765,46.68866,"",87298,201923
"National","8/4/2024","Kamala Harris","6/28/2024","6/30/2024","SSRS",297,1274,"rv",.9478914,0,45,42.04253,46.48877,"",87294,201882
"National","8/4/2024","Kamala Harris","6/28/2024","6/30/2024","Harris Insights & Analytics",133,1500,"rv",1.198962,0,39,39.57031,44.01738,"",87304,202058
"National","8/4/2024","Kamala Harris","6/28/2024","6/28/2024","Data for Progress",522,1011,"lv",.841207,0,45,40.57334,44.92102,"",87276,201737
"National","8/4/2024","Donald Trump","7/30/2024","8/2/2024","YouGov",391,3092,"lv",1.353623,1.353623,47,46.26447,46.30496,"",200044,2000442
"Georgia","8/4/2024","Donald Trump","7/29/2024","7/30/2024","Trafalgar Group/InsiderAdvantage",671,,"lv",.8285843,.8285843,49,46.09022,46.01415,"",87658,205167
"Arizona","8/4/2024","Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,618,"rv",.8908122,.8908122,49,48.13035,48.04269,"",87631,204847
"Georgia","8/4/2024","Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,662,"rv",.9082701,.9082701,47,47.0027,46.92833,"",87633,204849
"National","8/4/2024","Donald Trump","7/29/2024","7/31/2024","RMG Research",555,3000,"rv",1.214496,1.12733,42,42.40836,42.33648,"",87656,205165
"Pennsylvania","8/4/2024","Donald Trump","7/29/2024","7/30/2024","Public Policy Polling",263,627,"rv",.8945254,.8945254,48,46.93134,46.87038,"",87632,204848
"National","8/4/2024","Donald Trump","7/27/2024","7/30/2024","YouGov",391,1434,"rv",.9223676,.8232549,44,44.50199,44.44085,"",87628,204845
"National","8/4/2024","Donald Trump","7/27/2024","7/30/2024","Civiqs",471,1123,"rv",.8738968,.782069,45,44.91066,44.79219,"",87641,204936
"National","8/4/2024","Donald Trump","7/29/2024","7/29/2024","Redfield & Wilton Strategies",562,1750,"lv",1.05666,.9456279,43,43.18801,43.06493,"",87619,204785
"National","8/4/2024","Donald Trump","7/26/2024","7/29/2024","American Pulse",836,1035,"lv",.9366338,.805407,46.7,45.90304,45.74966,"",87643,204991
"Pennsylvania","8/4/2024","Donald Trump","7/27/2024","7/28/2024","Quantus Polls and News",859,500,"rv",.7591876,.6985504,47.6,45.94659,45.81416,"",87638,204875
"National","8/4/2024","Donald Trump","7/26/2024","7/28/2024","Morning Consult",218,11538,"rv",1.153818,.9490178,46,44.92294,44.76626,"T",87597,204617
"National","8/4/2024","Donald Trump","7/24/2024","7/29/2024","ActiVote",721,1000,"lv",.875528,.7193125,45.5,44.75423,44.58778,"",87639,204877
"National","8/4/2024","Donald Trump","7/26/2024","7/28/2024","Harris Insights & Analytics",133,2196,"rv",1.174445,.9649319,47,45.98638,45.84002,"",87613,204702
"National","8/4/2024","Donald Trump","7/26/2024","7/28/2024","Leger",572,786,"lv",1.001678,.8262531,41,42.05431,41.87531,"",87642,204940
"New Hampshire","8/4/2024","Donald Trump","7/26/2024","7/28/2024","Emerson College",88,1000,"rv",1.329066,1.329066,41.4,42.69437,42.53299,"",87635,204853
"National","8/4/2024","Donald Trump","7/26/2024","7/27/2024","Florida Atlantic University/Mainstreet Research",770,952,"lv",.9772951,.8061405,43,43.2495,43.12695,"",87617,204775
"National","8/4/2024","Donald Trump","7/26/2024","7/28/2024","Ipsos",154,876,"rv",.6775283,.5567042,42,42.60294,42.42416,"",87630,204846
"Michigan","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,39,40.76651,40.597,"",87623,204796
"Nevada","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,454,"rv",.8107653,.8107653,43,44.24125,44.05383,"",87624,204797
"Arizona","8/4/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,48,45.05685,44.87231,"",87644,204993
"Wisconsin","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,700,"rv",.9275542,.9275542,45,45.97264,45.83286,"",87627,204800
"Michigan","8/4/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,45,42.15047,41.97964,"",87645,204994
"Pennsylvania","8/4/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.799179,45,42.44646,42.29971,"",87647,204996
"Wisconsin","8/4/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46,43.29258,43.15393,"",87648,204997
"Ohio","8/4/2024","Donald Trump","7/23/2024","7/28/2024","Fabrizio Lee & Associates/Impact Research",694,600,"lv",.8675019,.8675019,48,48,47.85809,"",87650,205029
"Florida","8/4/2024","Donald Trump","7/24/2024","7/27/2024","University of North Florida",360,774,"lv",1.264148,1.264148,49,45.86327,45.68809,"",87612,204676
"Nevada","8/4/2024","Donald Trump","7/23/2024","7/29/2024","Public Opinion Strategies",260,400,"lv",.9511118,.9511118,46,43.17717,42.98974,"",87646,204995
"National","8/4/2024","Donald Trump","7/23/2024","7/29/2024","McLaughlin & Associates",203,1000,"lv",.7394398,.5840413,42,42.77059,42.57783,"",87640,204925
"National","8/4/2024","Donald Trump","7/25/2024","7/27/2024","Morning Consult",218,4000,"rv",.2493678,.1961714,45,43.89687,43.73481,"T",87598,204618
"Pennsylvania","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,46,46.71549,46.56655,"",87626,204799
"North Carolina","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,706,"rv",.9296545,.9296545,45,46.20591,46.04848,"",87625,204798
"Arizona","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,804,"rv",.9615175,.8079224,44,45.3312,45.1461,"",87621,204794
"Georgia","8/4/2024","Donald Trump","7/24/2024","7/28/2024","Morning Consult",218,799,"rv",.9599783,.8066291,45,46.27266,46.12519,"",87622,204795
"National","8/4/2024","Donald Trump","7/24/2024","7/25/2024","Rasmussen Reports",277,2163,"lv",1.215129,.913587,46,44.63227,44.40885,"",200043,2000432
"Washington","8/4/2024","Donald Trump","7/24/2024","7/25/2024","Public Policy Polling",263,581,"lv",.9104527,.9104527,38,38.29366,38.82193,"",87576,204375
"National","8/4/2024","Donald Trump","7/24/2024","7/26/2024","Morning Consult",218,4000,"rv",.2498421,.1874944,45,43.86803,43.66827,"T",87599,204619
"National","8/4/2024","Donald Trump","7/24/2024","7/25/2024","Ipsos",154,1238,"a",.6273472,.4713413,38,42.57959,42.35746,"",87614,204763
"Oregon","8/4/2024","Donald Trump","7/24/2024","7/26/2024","Hoffman Research Group",141,700,"lv",.8395725,.8395725,40,40,39.82214,"",87634,204851
"New Hampshire","8/4/2024","Donald Trump","7/24/2024","7/25/2024","Saint Anselm College",494,2083,"rv",1.363115,1.284013,44,44.71275,44.5057,"",87560,204339
"National","8/4/2024","Donald Trump","7/23/2024","7/25/2024","Angus Reid Global",13,1743,"rv",1.373048,.9883071,42,41.92798,41.68376,"",87592,204593
"Pennsylvania","8/4/2024","Donald Trump","7/23/2024","7/25/2024","Bullfinch",692,800,"rv",.8577757,.6522411,44,45.06561,44.88054,"",87575,204378
"Minnesota","8/4/2024","Donald Trump","7/23/2024","7/25/2024","SurveyUSA",325,656,"lv",1.293963,1.293963,40,37.52141,37.31549,"",87581,204502
"National","8/4/2024","Donald Trump","7/23/2024","7/25/2024","AtlasIntel",546,1980,"rv",1.749679,1.259403,47.7,47.33122,47.08294,"",87590,204553
"New Hampshire","8/4/2024","Donald Trump","7/23/2024","7/25/2024","University of New Hampshire",357,2875,"lv",1.16764,1.066002,43,43.12305,42.90215,"",87559,204335
"Maine","8/4/2024","Donald Trump","7/23/2024","7/25/2024","University of New Hampshire",357,1445,"lv",1.02402,1.02402,40,40.00444,39.81775,"",87558,204333
"National","8/4/2024","Donald Trump","7/23/2024","7/25/2024","Morning Consult",218,4000,"rv",.2533191,.1807941,45,43.8392,43.62571,"T",87600,204620
"National","8/4/2024","Donald Trump","7/23/2024","7/25/2024","Fabrizio/GBAO",796,1000,"rv",.9019572,.6492203,44,44.96316,44.71771,"",87580,204500
"Pennsylvania","8/4/2024","Donald Trump","7/22/2024","7/28/2024","Susquehanna Polling & Research Inc.",326,600,"lv",1.078603,.6478565,43,43.32395,43.03659,"",87618,204782
"National","8/4/2024","Donald Trump","7/22/2024","7/25/2024","Harris Insights & Analytics",133,2472,"lv",1.213677,.6519367,46.5,44.2518,43.86679,"",87579,204443
"National","8/4/2024","Donald Trump","7/22/2024","7/26/2024","Clarity Campaign Labs",52,995,"lv",1.142427,.622234,47,43.93377,43.52349,"",87659,205198
"Minnesota","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,475,"lv",.7872432,.5883062,41,40.86016,40.43735,"",87570,204355
"Michigan","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Glengariff Group",117,600,"lv",.9587052,.5783999,41.3,41.80465,41.38686,"",87572,204360
"National","8/4/2024","Donald Trump","7/22/2024","7/23/2024","YouGov",391,1155,"lv",.8567539,.4194448,46,45.26592,44.85703,"",87555,204188
"Wisconsin","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1046,"rv",1.403903,.8469938,46,46.71261,46.33363,"",87582,204503
"Florida","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,572,"lv",.8278549,.7100108,47,46.75686,46.39019,"",87567,204352
"Wisconsin","8/4/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,845,"rv",1.257808,.7588529,44.9,45.86299,45.48213,"",87545,204156
"Georgia","8/4/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,45.9,46.89247,46.56601,"",87543,204154
"Pennsylvania","8/4/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,850,"rv",1.260253,.6563057,46.1,46.63095,46.28732,"",87546,204157
"Pennsylvania","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,851,"lv",.9082868,.4730112,46,45.64238,45.30077,"",87563,204358
"Michigan","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1012,"rv",1.388323,.8375943,45,45.56337,45.14173,"",87585,204515
"Michigan","8/4/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.7452789,44.1,44.88012,44.4584,"",87544,204155
"National","8/4/2024","Donald Trump","7/22/2024","7/23/2024","SSRS",297,1631,"rv",.9972708,.5082427,49,46.56907,46.0908,"",200042,2000421
"National","8/4/2024","Donald Trump","7/22/2024","7/23/2024","Ipsos",154,1018,"rv",.7428646,.3710651,38,41.08575,40.63376,"",87530,203951
"Nevada","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,435,"lv",.7668447,.6576853,45,44.89088,44.47115,"",87562,204356
"National","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Change Research",48,2137,"rv",1.139644,.5808007,43,42.56013,42.11831,"",87553,204173
"Arizona","8/4/2024","Donald Trump","7/22/2024","7/23/2024","Emerson College",88,800,"rv",1.235309,.6433157,47.5,48.02779,47.60941,"",87542,204153
"National","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Rasmussen Reports",277,1074,"lv",.9359708,.4711325,49,47.62558,47.16477,"",200041,2000412
"National","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Morning Consult",218,11297,"rv",.4644938,.2232552,45,43.66623,43.2328,"T",87552,204169
"North Carolina","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,586,"lv",.8328815,.6309597,46,46.04527,45.69829,"",87564,204357
"National","8/4/2024","Donald Trump","7/22/2024","7/24/2024","SurveyMonkey",324,5265,"a",1.026118,.5229442,39,42.78001,42.33798,"",87561,204361
"Pennsylvania","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1034,"rv",1.398447,.7282733,43,44.21799,43.87769,"",87583,204507
"Georgia","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,1180,"lv",.9752806,.5078998,47,46.83127,46.50852,"",87568,204353
"National","8/4/2024","Donald Trump","7/22/2024","7/24/2024","The New York Times/Siena College",448,1142,"lv",1.681785,.8570943,43,43.53777,43.0918,"",87557,204206
"Michigan","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,512,"lv",.804052,.4850955,44,43.90244,43.48193,"",87569,204354
"Wisconsin","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,523,"lv",.8087144,.4879084,44,44.22535,43.84345,"",87571,204359
"National","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Big Village",37,1492,"lv",1.173604,.5981079,44.3,44.89773,44.46028,"",87541,204138
"Arizona","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Redfield & Wilton Strategies",562,510,"lv",.8031887,.4182789,46,45.94139,45.52378,"",87566,204351
"National","8/4/2024","Donald Trump","7/22/2024","7/23/2024","RMG Research",555,2000,"rv",.9761361,.4874534,48,48.41446,47.95681,"",87539,204123
"Minnesota","8/4/2024","Donald Trump","7/22/2024","7/24/2024","Beacon Research/Shaw & Co. Research",103,1071,"rv",1.415126,1.057523,41,41.72437,41.30132,"",87584,204511
"National","8/4/2024","Donald Trump","7/21/2024","7/23/2024","YouGov",391,1435,"rv",.9299326,.2477968,44,44.50199,43.9371,"",87536,204062
"Pennsylvania","8/4/2024","Donald Trump","7/20/2024","7/23/2024","North Star Opinion Research",233,600,"lv",.9908795,.2785951,47,43.61886,43.1725,"",87540,204126
"National","8/4/2024","Donald Trump","7/21/2024","7/23/2024","ActiVote",721,1000,"lv",.8537234,.2394981,50.5,46.11839,45.51466,"",87537,204106
"Georgia","8/4/2024","Donald Trump","7/22/2024","7/22/2024","Landmark Communications",166,400,"lv",1.007723,.2833309,45.8,45.84277,45.43876,"",87534,204026
"National","8/4/2024","Donald Trump","7/22/2024","7/22/2024","Marist College",183,1117,"rv",1.429356,.4280586,42,43.02311,42.4277,"",87531,203980
"National","8/4/2024","Donald Trump","7/21/2024","7/22/2024","Morning Consult",218,4001,"rv",1.176576,.1895945,47,45.34118,44.58567,"",87523,203777
"National","8/4/2024","Donald Trump","7/19/2024","7/22/2024","YouGov",391,1178,"rv",.9547908,.1448797,43,43.50037,42.74332,"",87529,203943
"National","8/4/2024","Donald Trump","7/19/2024","7/21/2024","Florida Atlantic University/Mainstreet Research",770,711,"lv",.9121562,.1001147,45.3,45.55119,44.64186,"",87528,203855
"Arizona","8/4/2024","Donald Trump","7/19/2024","7/20/2024","Public Policy Polling",263,736,"rv",.8179438,.042658,46,47.6013,46.67838,"",87525,203798
"New Hampshire","8/4/2024","Donald Trump","7/19/2024","7/21/2024","Praecones Analytica",257,601,"rv",.8685638,.1881233,40.2,41.74574,41.02155,"",87509,203620
"North Carolina","8/4/2024","Donald Trump","7/19/2024","7/20/2024","Public Policy Polling",263,573,"rv",.87103,.1847262,48,50.07563,49.36107,"",87526,203802
"National","8/4/2024","Donald Trump","7/19/2024","7/21/2024","Quinnipiac University",267,1257,"rv",1.355245,.1487464,45,45.85353,44.98514,"",87524,203795
"National","8/4/2024","Donald Trump","7/19/2024","7/21/2024","Harris Insights & Analytics",133,2169,"lv",1.40644,.1513911,54,47.68591,46.74986,"",87521,203737
"National","8/4/2024","Donald Trump","7/19/2024","7/21/2024","Echelon Insights",407,982,"lv",1.198089,.1314975,49,44.99566,44.12789,"",87520,203669
"Michigan","8/4/2024","Donald Trump","7/17/2024","7/18/2024","Public Policy Polling",263,650,"rv",.7623327,.0030852,46,47.85521,47.04448,"",87486,203577
"Pennsylvania","8/4/2024","Donald Trump","7/17/2024","7/18/2024","Public Policy Polling",263,624,"rv",.863735,.0202795,45,46.39859,45.76431,"",87485,203573
"National","8/4/2024","Donald Trump","7/16/2024","7/18/2024","YouGov",391,2240,"lv",1.411647,0,51,45.82055,45.23438,"",87483,203552
"Georgia","8/4/2024","Donald Trump","7/9/2024","7/18/2024","University of Georgia",350,1000,"lv",1.119954,0,50.5,45.79834,45.66919,"",87510,203623
"Florida","8/4/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,49.3,44.81501,44.69744,"",87467,203388
"National","8/4/2024","Donald Trump","7/15/2024","7/16/2024","Ipsos",154,992,"rv",.8833403,0,44,43.25148,43.1119,"",87433,203337
"Georgia","8/4/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,47.1,43.1852,43.12497,"",87429,203135
"Nevada","8/4/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,.18411,50,45.12995,44.98259,"",87476,203531
"Arizona","8/4/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,48,43.856,43.7258,"",87477,203532
"Pennsylvania","8/4/2024","Donald Trump","7/15/2024","7/16/2024","InsiderAdvantage",243,800,"lv",1.01441,0,47,42.88268,42.79978,"",87475,203530
"Pennsylvania","8/4/2024","Donald Trump","7/13/2024","7/16/2024","Civiqs",471,536,"rv",.738781,0,46,47.99186,47.94566,"",87492,203589
"Wisconsin","8/4/2024","Donald Trump","7/13/2024","7/16/2024","Civiqs",471,514,"rv",.7301393,0,48,49.79528,49.66336,"",87493,203594
"National","8/4/2024","Donald Trump","7/13/2024","7/16/2024","YouGov",391,1404,"rv",1.088165,0,44,44.50199,44.48066,"",87437,203235
"Michigan","8/4/2024","Donald Trump","7/13/2024","7/16/2024","Civiqs",471,532,"rv",.7372482,0,46,47.95671,47.7661,"",87494,203593
"Virginia","8/4/2024","Donald Trump","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,265,"lv",.479259,.479259,45,45.05645,45.27964,"",87473,203521
"Virginia","8/4/2024","Donald Trump","7/14/2024","7/15/2024","Emerson College",88,1000,"rv",1.329066,1.329066,46.7,43.34615,43.59413,"",87468,203402
"National","8/4/2024","Donald Trump","7/15/2024","7/15/2024","Morning Consult",218,2045,"rv",1.201874,0,46,43.42196,43.66944,"",87423,203020
"Georgia","8/4/2024","Donald Trump","7/14/2024","7/15/2024","Florida Atlantic University/Mainstreet Research",770,312,"lv",.5107227,0,46,45.45883,45.58541,"",87471,203507
"National","8/4/2024","Donald Trump","7/12/2024","7/15/2024","SurveyUSA",325,1098,"lv",1.549629,0,45,41.36093,41.69902,"",87449,203390
"National","8/4/2024","Donald Trump","7/13/2024","7/15/2024","Harris Insights & Analytics",133,1918,"rv",1.180141,0,52,46.8801,47.22251,"",87435,203234
"Virginia","8/4/2024","Donald Trump","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,544,"lv",.6923547,.6370167,38,38.05472,38.50286,"",87440,203513
"National","8/4/2024","Donald Trump","7/12/2024","7/14/2024","Big Village",37,1499,"lv",1.174875,0,41.6,42.19211,42.6012,"",87432,203162
"Georgia","8/4/2024","Donald Trump","7/12/2024","7/13/2024","Florida Atlantic University/Mainstreet Research",770,549,"lv",.6760592,0,49,48.45653,48.74411,"",87441,203499
"Michigan","8/4/2024","Donald Trump","7/11/2024","7/12/2024","Public Policy Polling",263,568,"rv",.7965377,0,48,45.70134,46.03422,"",87513,203634
"Pennsylvania","8/4/2024","Donald Trump","7/11/2024","7/12/2024","Public Policy Polling",263,537,"rv",.8397312,0,51,48.24125,48.64609,"",87514,203641
"Washington","8/4/2024","Donald Trump","7/10/2024","7/13/2024","SurveyUSA",325,708,"lv",1.329363,.2387091,36,31.35257,31.82307,"",87430,203358
"Virginia","8/4/2024","Donald Trump","7/9/2024","7/12/2024","The New York Times/Siena College",448,661,"lv",1.372263,1.153055,39,39.44993,39.98369,"",87404,202989
"Wisconsin","8/4/2024","Donald Trump","7/10/2024","7/11/2024","Public Policy Polling",263,548,"rv",.8590776,0,49,47.08995,47.48987,"",87515,203648
"Arizona","8/4/2024","Donald Trump","7/10/2024","7/11/2024","Public Policy Polling",263,596,"rv",.8814034,0,52,49.4126,49.93977,"",87512,203627
"National","8/4/2024","Donald Trump","7/9/2024","7/10/2024","Marist College",183,1174,"rv",1.453317,0,49,45.82131,46.4504,"",87377,202771
